0,1,0.0,1.000007
4,5,9e-06,1.564206
9,10,5e-05,3.286796
11,4,9.7e-05,1.403983
12,4,0.00014,95.927778
13,4,0.000167,32.503637
14,15,0.00021,1.00021
16,17,0.000217,1.110317
18,19,0.00024,900.8356
9,20,0.00025,1.251636
21,4,0.000323,1.164242
23,24,0.000338,17.376652
25,26,0.000348,2.0245670000000002
30,31,0.000402,5.03418
32,33,0.000435,1.000435
34,35,0.000436,1.000436
36,37,0.000446,900.752483
38,4,0.000447,2.2632849999999998
39,40,0.000491,570.179655
41,42,0.000534,1.005296
43,44,0.000641,68.851792
4,45,0.000682,45.24643
46,4,0.000687,3.252837
47,4,0.000735,2.358193
49,50,0.000748,1.000748
51,52,0.000749,1.000749
13,54,0.000788,134.849946
55,56,0.000818,1.000818
57,24,0.000818,6.230261
58,24,0.000953,519.773841
54,66,0.001074,136.593761
39,67,0.00115,570.188753
70,71,0.001311,1.001311
32,76,0.001346,1.001346
78,24,0.001347,9.426442
82,83,0.001403,1.001403
86,87,0.001434,1.829405
88,89,0.001436,48.237679
90,91,0.001465,1.001465
92,93,0.001497,1.281992
96,24,0.001604,493.693947
97,98,0.001651,1.001651
99,4,0.001656,90.010596
107,54,0.001843,1.86903
109,4,0.00189,20.259938
24,110,0.001929,194.235576
111,40,0.00195,708.120387
112,113,0.002001,574.894873
114,4,0.002068,8.890052
115,116,0.002151,1.286905
120,121,0.00227,1.00227
55,124,0.002271,1.002271
123,4,0.002271,1.029987
128,4,0.002351,81.224485
134,135,0.002459,1.007829
136,137,0.00247,1.9580060000000001
39,113,0.002482,570.215225
141,142,0.002673,695.694874
143,144,0.002693,2.722846
146,147,0.00294,1.00294
150,151,0.003036,900.897461
153,154,0.003073,1.003073
155,156,0.003093,1.003093
157,158,0.003129,6.517272
55,161,0.003274,1.003274
162,163,0.003333,900.861137
164,113,0.003352,307.908148
165,166,0.003372,1.35015
168,40,0.003603,565.3208
171,172,0.003641,5.094408
174,175,0.003742,1.003742
186,4,0.003952,2.147875
190,191,0.003995,1.181591
194,195,0.004039,1.168655
4,198,0.004133,1.5667
199,200,0.004163,900.897814
201,202,0.004175,24.449368
203,204,0.004192,2.227741
191,206,0.004447,1.004447
205,4,0.004447,2.019504
212,213,0.004549,1.004549
214,215,0.00455,1.00455
222,223,0.004664,2.964568
226,227,0.004745,1.004745
201,228,0.004795,49.623745
231,232,0.004805,1.414731
229,230,0.004805,2.1593340000000003
239,240,0.004921,1.004921
32,242,0.004933,1.004933
245,4,0.005042,1.140064
246,40,0.00505,369.864805
249,250,0.005296,900.886999
251,252,0.005297,1.11286
254,255,0.005368,1.130236
256,116,0.005401,1.013903
24,257,0.00543,101.602697
259,260,0.005438,900.888244
111,113,0.005491,707.767998
263,264,0.005493,1.370043
265,87,0.005514,1.424232
212,267,0.005733,1.005733
55,268,0.005766,1.005766
269,270,0.005909,1.005909
277,278,0.006072,1.006072
24,282,0.006328,197.771881
286,287,0.006486,1.006486
291,292,0.006738,1.006913
32,295,0.006993,1.006993
296,297,0.006995,1.257951
302,303,0.007088,1.007088
304,305,0.007093,1.007093
306,307,0.007142,1.007142
306,310,0.007235,1.007235
311,312,0.007266,1.007449
313,4,0.007286,1.007288
315,316,0.007401,1.007401
317,4,0.00745,1.10092
223,319,0.007459,1.6314039999999999
320,321,0.007533,1.149534
323,324,0.007641,1.007641
331,332,0.007692,1.6579920000000001
329,330,0.007692,1.007692
334,172,0.007724,5.374467
336,337,0.007762,491.412723
306,341,0.007886,1.007886
346,347,0.007942,3.920143
348,24,0.007963,165.389705
168,113,0.007963,564.951892
349,350,0.008004,1.008004
